pk,user_fk,status,purchase_amount,tax_amount,total_amount,created_at,updated_at
25243,13221,complete,442.20,27.64,469.84,2021-05-24 20:44:24,2021-06-01 16:14:38 UTC
25244,13302,complete,533.32,33.33,566.65,2021-06-27 6:51:15,2021-07-05 18:31:26 UTC
25246,3782,complete,409.57,25.60,435.17,2021-07-18 20:25:45,2021-07-26 19:59:36 UTC
25247,1353,complete,2556.75,159.80,2716.55,2021-04-18 15:49:07,2021-04-22 01:16:10 UTC
25248,7629,pending,266.45,16.65,283.10,2022-03-08 9:05:16,2022-03-22 19:51:43 UTC
25249,5312,complete,2981.22,186.33,3167.55,2021-10-01 21:58:23,2021-10-15 08:34:35 UTC
25250,1898,complete,1119.29,69.96,1189.25,2022-03-09 12:21:34,2022-03-12 17:26:36 UTC
25253,8966,complete,1024.91,64.06,1088.97,2021-02-26 1:16:29,2021-02-28 08:30:44 UTC
25255,953,complete,1350.40,84.40,1434.80,2021-09-10 5:01:36,2021-09-22 11:55:00 UTC
25256,12537,complete,1840.88,115.06,1955.94,2022-03-08 0:54:04,2022-03-21 19:58:54 UTC
25257,9247,pending,253.22,15.83,269.05,2021-08-24 23:09:48,2021-09-01 18:27:25 UTC
25258,4243,complete,3854.30,240.89,4095.19,2021-03-24 5:13:24,2021-04-01 01:19:37 UTC
25259,11957,complete,1766.36,110.40,1876.76,2021-06-15 4:10:05,2021-06-22 11:02:24 UTC
25260,6801,complete,685.85,42.87,728.72,2021-02-09 21:41:36,2021-02-14 15:05:33 UTC
25261,1746,complete,897.78,56.11,953.89,2021-06-26 12:30:04,2021-07-10 14:53:24 UTC
25262,267,pending,2519.96,157.50,2677.46,2021-01-25 6:01:58,2021-02-05 15:31:55 UTC
25263,7131,complete,780.96,48.81,829.77,2022-03-09 5:33:46,2022-03-14 05:11:41 UTC
25264,2545,complete,1412.96,88.31,1501.27,2021-08-08 9:17:19,2021-08-19 20:09:13 UTC
25265,13443,complete,568.80,35.55,604.35,2021-02-14 21:24:08,2021-02-25 21:23:27 UTC
25266,3275,pending,554.84,34.68,589.52,2021-08-08 20:43:03,2021-08-23 04:05:12 UTC
25267,4907,complete,108.96,6.81,115.77,2021-12-28 6:17:16,2022-01-04 10:40:53 UTC
25268,6455,complete,614.00,38.38,652.38,2021-12-11 2:27:03,2021-12-24 20:53:53 UTC
25270,843,complete,953.32,59.58,1012.90,2021-12-18 15:18:53,2021-12-31 17:11:04 UTC
25271,8145,cancelled,631.84,39.49,671.33,2021-05-21 10:52:12,2021-05-26 13:06:27 UTC
25272,10362,complete,2723.22,170.20,2893.42,2021-07-03 14:17:27,2021-07-09 00:32:59 UTC
25273,7239,complete,2351.67,146.98,2498.65,2021-05-03 13:26:51,2021-05-17 02:07:47 UTC
25274,11667,complete,875.71,54.73,930.44,2021-06-01 17:06:31,2021-06-09 22:05:00 UTC
25275,1359,complete,97.68,6.11,103.79,2021-06-19 9:05:31,2021-06-28 23:41:29 UTC
25276,13063,complete,681.16,42.57,723.73,2022-02-20 4:24:19,2022-02-28 17:26:26 UTC
25277,9767,complete,1312.65,82.04,1394.69,2021-04-22 19:35:47,2021-04-30 01:50:56 UTC
25278,3418,complete,177.25,11.08,188.33,2021-06-30 9:03:27,2021-07-07 15:02:04 UTC
25281,12314,complete,313.60,19.60,333.20,2021-07-14 17:49:56,2021-07-17 02:54:52 UTC
25282,7953,complete,1831.03,114.44,1945.47,2022-02-18 6:05:26,2022-02-21 04:43:05 UTC
25283,8627,complete,166.02,10.38,176.40,2021-12-03 13:03:29,2021-12-09 08:40:25 UTC
25284,8383,complete,640.32,40.02,680.34,2021-02-04 7:12:07,2021-02-09 19:42:04 UTC
25285,11468,complete,210.90,13.18,224.08,2021-06-05 13:39:16,2021-06-10 14:46:52 UTC
25286,1244,complete,1262.24,78.89,1341.13,2021-01-01 21:18:35,2021-01-13 15:57:13 UTC
25287,2431,complete,655.11,40.94,696.05,2021-04-26 0:45:24,2021-05-07 01:27:30 UTC
25288,12693,complete,450.33,28.15,478.48,2021-09-09 10:40:59,2021-09-16 19:29:16 UTC
25289,12235,pending,1552.61,97.04,1649.65,2021-10-30 21:55:34,2021-11-06 13:44:57 UTC
25290,11340,complete,1659.62,103.73,1763.35,2021-03-02 13:11:25,2021-03-07 06:26:07 UTC
25291,5357,pending,3637.27,227.33,3864.60,2021-11-12 17:49:58,2021-11-26 04:07:38 UTC
25292,3398,pending,2036.86,127.30,2164.16,2022-01-22 17:36:22,2022-01-29 23:36:09 UTC
25293,10391,complete,277.46,17.34,294.80,2021-08-12 23:32:06,2021-08-16 12:14:02 UTC
25294,11715,pending,1391.73,86.98,1478.71,2021-11-07 18:48:25,2021-11-18 22:55:02 UTC
25295,80,complete,1420.51,88.78,1509.29,2022-01-21 18:43:46,2022-01-30 06:52:15 UTC
25296,92,complete,1725.75,107.86,1833.61,2021-11-03 6:53:34,2021-11-09 06:50:13 UTC
25297,4157,complete,315.52,19.72,335.24,2021-03-30 22:31:43,2021-04-08 20:54:22 UTC
25298,2610,complete,1270.07,79.38,1349.45,2022-01-11 23:50:58,2022-01-14 16:19:05 UTC
25300,10148,complete,877.13,54.82,931.95,2021-12-28 14:49:14,2022-01-11 13:48:19 UTC
25301,1232,complete,1009.69,63.11,1072.80,2021-06-02 3:12:50,2021-06-04 10:00:12 UTC
25302,6165,pending,90.80,5.68,96.48,2021-12-20 1:55:12,2021-12-23 21:32:22 UTC
25303,3740,complete,765.60,47.85,813.45,2021-12-17 22:29:35,2022-01-01 14:55:41 UTC
25304,12138,complete,528.90,33.06,561.96,2021-01-21 4:02:49,2021-01-25 01:56:28 UTC
25305,10906,complete,65.04,4.07,69.11,2022-03-13 12:44:39,2022-03-16 14:10:07 UTC
25306,8968,complete,767.28,47.96,815.24,2021-06-03 15:51:12,2021-06-07 00:43:52 UTC
25307,6037,complete,425.02,26.56,451.58,2022-01-05 11:40:22,2022-01-16 15:13:33 UTC
25308,4892,complete,863.00,53.94,916.94,2021-04-09 15:30:24,2021-04-21 21:49:14 UTC
25309,6221,complete,646.60,40.41,687.01,2021-09-22 20:17:20,2021-10-01 23:07:56 UTC
25310,1085,complete,1055.86,65.99,1121.85,2021-11-16 20:16:31,2021-11-19 20:20:17 UTC
25311,12180,complete,157.92,9.87,167.79,2021-02-20 12:11:22,2021-02-23 08:22:24 UTC
25312,10796,complete,4080.26,255.02,4335.28,2021-06-23 4:47:29,2021-06-28 03:08:55 UTC
25313,8116,complete,2331.91,145.74,2477.65,2021-07-30 7:56:44,2021-08-01 13:11:43 UTC
25314,6747,complete,453.75,28.36,482.11,2021-09-17 9:17:57,2021-09-25 04:23:32 UTC
25315,5211,complete,2082.49,130.16,2212.65,2021-07-31 12:09:50,2021-08-05 11:53:22 UTC
25316,1035,complete,913.68,57.11,970.79,2021-01-10 22:33:41,2021-01-17 19:03:32 UTC
25317,10275,complete,1400.26,87.52,1487.78,2021-06-28 3:02:08,2021-06-30 17:00:41 UTC
25318,6259,complete,1185.56,74.10,1259.66,2021-08-22 9:54:48,2021-08-26 17:28:13 UTC
25319,9329,complete,1125.23,70.33,1195.56,2021-11-28 14:41:56,2021-12-12 12:08:03 UTC
25320,4917,complete,1181.37,73.84,1255.21,2022-01-01 12:59:03,2022-01-08 02:31:45 UTC
25321,8645,complete,700.10,43.76,743.86,2021-03-08 8:40:09,2021-03-16 00:57:19 UTC
25322,8842,complete,392.64,24.54,417.18,2021-02-27 0:25:19,2021-03-10 05:35:06 UTC
25323,10944,complete,1588.34,99.27,1687.61,2021-05-27 14:11:56,2021-06-01 17:36:12 UTC
25324,2665,complete,48.78,3.05,51.83,2021-09-05 14:05:09,2021-09-10 10:41:25 UTC
25325,3590,complete,1862.80,116.43,1979.23,2021-11-09 16:51:04,2021-11-14 12:22:55 UTC
25326,9742,complete,13.10,0.82,13.92,2021-06-13 4:22:29,2021-06-15 13:45:56 UTC
25327,10499,complete,879.81,54.99,934.80,2022-01-07 12:01:01,2022-01-10 14:43:58 UTC
25328,5219,complete,129.35,8.08,137.43,2021-02-10 16:47:16,2021-02-18 21:59:40 UTC
25329,1136,complete,1334.84,83.43,1418.27,2021-09-05 13:03:45,2021-09-18 16:55:52 UTC
25330,2555,complete,1633.39,102.09,1735.48,2021-09-29 17:12:02,2021-10-09 01:50:06 UTC
25331,317,complete,311.22,19.45,330.67,2022-01-12 2:15:11,2022-01-24 13:09:42 UTC
25332,12799,complete,1903.03,118.94,2021.97,2021-06-25 12:39:44,2021-07-04 11:28:40 UTC
25333,7156,complete,3803.62,237.73,4041.35,2021-01-10 0:22:17,2021-01-22 17:12:55 UTC
25334,11578,complete,641.70,40.11,681.81,2021-11-18 1:22:47,2021-11-23 19:32:08 UTC
25335,4832,complete,2158.93,134.93,2293.86,2021-04-17 10:54:24,2021-04-29 06:35:03 UTC
25336,10599,complete,1289.69,80.61,1370.30,2021-08-15 15:10:02,2021-08-24 06:17:01 UTC
25337,10424,complete,1078.10,67.38,1145.48,2021-02-25 19:19:02,2021-03-01 03:36:19 UTC
25338,8850,complete,193.48,12.09,205.57,2021-02-07 21:57:19,2021-02-18 00:42:59 UTC
25339,9007,pending,943.66,58.98,1002.64,2021-09-05 19:24:08,2021-09-10 09:11:42 UTC
25341,6842,complete,1093.23,68.33,1161.56,2021-11-04 7:25:14,2021-11-17 03:38:36 UTC
25342,9978,complete,320.74,20.05,340.79,2021-01-01 19:17:29,2021-01-07 22:52:46 UTC
25343,6889,complete,1843.77,115.24,1959.01,2022-02-24 11:07:32,2022-03-10 13:39:26 UTC
25344,9020,complete,1196.99,74.81,1271.80,2021-03-30 12:03:23,2021-04-13 10:07:45 UTC
25345,5693,complete,2633.23,164.58,2797.81,2021-12-22 11:44:33,2021-12-28 14:38:50 UTC
25347,1197,complete,2770.27,173.14,2943.41,2021-12-25 17:51:43,2022-01-01 08:26:32 UTC
25348,11227,complete,1120.35,70.02,1190.37,2021-12-07 22:34:40,2021-12-14 11:46:06 UTC
25349,11996,pending,1443.30,90.21,1533.51,2021-09-23 0:49:57,2021-10-05 14:44:18 UTC
25350,7954,complete,1550.76,96.92,1647.68,2021-04-14 6:21:24,2021-04-17 01:22:06 UTC
25351,7188,complete,3234.07,202.13,3436.20,2021-04-04 9:44:52,2021-04-07 15:28:27 UTC
25352,2451,complete,156.09,9.76,165.85,2022-03-13 21:50:45,2022-03-27 06:07:39 UTC
25353,6953,complete,2575.85,160.99,2736.84,2021-07-05 9:29:28,2021-07-19 06:06:11 UTC
25354,5748,complete,3619.78,226.24,3846.02,2022-02-28 11:28:22,2022-03-14 06:22:37 UTC
25355,4737,complete,1180.43,73.78,1254.21,2021-04-21 22:49:35,2021-04-27 03:41:47 UTC
25356,12043,complete,2176.29,136.02,2312.31,2021-07-20 23:30:46,2021-07-24 02:57:31 UTC
25358,5803,complete,948.60,59.29,1007.89,2021-09-01 9:24:48,2021-09-08 08:01:13 UTC
25359,12105,complete,500.22,31.26,531.48,2021-11-10 2:06:55,2021-11-24 01:39:03 UTC
25360,6357,complete,693.90,43.37,737.27,2021-11-13 6:03:57,2021-11-22 09:45:55 UTC
25362,1008,complete,2626.27,164.14,2790.41,2021-03-06 22:58:50,2021-03-09 19:17:52 UTC
25363,6404,complete,1789.77,111.86,1901.63,2021-02-20 20:07:45,2021-02-24 23:57:27 UTC
25364,11940,complete,2276.43,142.28,2418.71,2021-04-30 21:43:02,2021-05-11 12:27:14 UTC
25365,11836,complete,1324.39,82.77,1407.16,2021-11-05 19:59:34,2021-11-12 17:54:27 UTC
25367,729,complete,587.34,36.71,624.05,2021-08-29 9:46:15,2021-09-08 19:37:15 UTC
25368,2609,pending,565.62,35.35,600.97,2021-01-13 21:58:54,2021-01-23 11:29:49 UTC
25369,6156,pending,423.28,26.46,449.74,2021-03-08 19:09:41,2021-03-15 23:58:49 UTC
25370,12667,complete,2288.91,143.06,2431.97,2022-01-02 3:53:02,2022-01-05 08:38:39 UTC
25371,4529,complete,341.44,21.34,362.78,2021-04-05 1:25:45,2021-04-17 01:54:33 UTC
25372,10027,complete,515.68,32.23,547.91,2022-01-25 4:12:11,2022-01-30 21:50:56 UTC
25373,2729,pending,1262.38,78.90,1341.28,2021-04-22 11:45:34,2021-05-06 17:44:11 UTC
25374,5371,pending,398.79,24.92,423.71,2021-06-10 9:16:12,2021-06-14 15:54:25 UTC
25375,1143,complete,680.40,42.53,722.93,2021-08-02 2:13:00,2021-08-14 05:14:23 UTC
25377,3062,complete,2511.80,156.99,2668.79,2022-02-08 0:23:23,2022-02-11 08:23:01 UTC
25378,9735,complete,577.43,36.09,613.52,2021-02-21 13:37:47,2021-02-24 00:28:26 UTC
25379,10883,complete,132.39,8.27,140.66,2021-04-02 0:39:23,2021-04-09 23:10:32 UTC
25380,10592,complete,1408.26,88.02,1496.28,2021-07-11 6:14:30,2021-07-25 23:00:39 UTC
25381,10532,complete,293.40,18.34,311.74,2021-02-03 21:11:43,2021-02-17 02:35:06 UTC
25382,3010,complete,395.04,24.69,419.73,2021-07-09 3:50:35,2021-07-20 06:04:17 UTC
25383,13296,complete,827.89,51.74,879.63,2021-11-10 3:56:26,2021-11-23 20:27:48 UTC
25385,11147,complete,1045.17,65.32,1110.49,2021-12-17 20:36:21,2021-12-27 00:46:36 UTC
25386,9804,complete,2123.11,132.69,2255.80,2021-10-23 21:57:17,2021-11-06 01:46:12 UTC
25387,3659,complete,2119.48,132.47,2251.95,2021-02-23 16:53:47,2021-02-26 17:54:13 UTC
25388,2941,complete,412.32,25.77,438.09,2022-02-13 2:16:24,2022-02-26 15:51:41 UTC
25389,8438,complete,4.86,0.30,5.16,2021-04-29 8:18:27,2021-05-10 12:20:57 UTC
25390,13277,complete,1055.04,65.94,1120.98,2021-03-18 4:26:07,2021-03-30 01:12:36 UTC
25391,735,complete,720.70,45.04,765.74,2021-08-26 12:54:23,2021-09-08 00:51:09 UTC
25392,8086,complete,2814.59,175.91,2990.50,2022-02-18 3:25:41,2022-03-03 13:57:26 UTC
25393,13276,complete,1094.40,68.40,1162.80,2022-02-02 20:45:31,2022-02-06 14:23:24 UTC
25394,3520,complete,33.39,2.09,35.48,2021-06-30 6:59:10,2021-07-12 15:46:47 UTC
25395,577,complete,805.79,50.36,856.15,2021-08-01 6:11:45,2021-08-04 04:58:13 UTC
25396,4063,complete,543.53,33.97,577.50,2021-08-13 7:47:10,2021-08-17 06:49:52 UTC
25397,13021,complete,704.58,44.04,748.62,2021-05-21 10:58:18,2021-06-01 22:02:47 UTC
25398,4340,complete,524.06,32.75,556.81,2021-05-02 3:59:00,2021-05-07 10:35:19 UTC
25399,5440,complete,142.65,8.92,151.57,2021-11-23 4:17:59,2021-11-28 01:42:49 UTC
25400,8781,complete,1150.52,71.91,1222.43,2021-10-26 20:26:25,2021-11-03 03:31:16 UTC
25401,5413,complete,1651.86,103.24,1755.10,2021-12-16 15:42:26,2021-12-29 15:49:01 UTC
25402,12225,complete,800.97,50.06,851.03,2021-11-06 5:07:15,2021-11-20 20:30:00 UTC
25403,2931,complete,95.09,5.94,101.03,2021-10-12 19:38:51,2021-10-25 06:02:42 UTC
25404,12283,complete,1557.92,97.37,1655.29,2021-08-01 16:57:32,2021-08-11 03:47:13 UTC
25405,6043,complete,1768.01,110.50,1878.51,2021-06-15 14:27:00,2021-06-29 05:49:44 UTC
25406,12631,complete,461.36,28.84,490.20,2022-01-26 3:14:37,2022-01-29 00:42:39 UTC
25407,4403,complete,2576.28,161.02,2737.30,2021-08-25 8:29:44,2021-09-04 16:44:36 UTC
25408,9981,complete,1658.49,103.66,1762.15,2021-03-02 1:29:59,2021-03-08 10:24:37 UTC
25409,9335,complete,545.38,34.09,579.47,2021-07-26 19:27:42,2021-08-09 12:08:38 UTC
25410,6503,complete,1364.96,85.31,1450.27,2022-01-30 3:34:23,2022-02-11 10:19:46 UTC
25411,2733,complete,983.90,61.49,1045.39,2022-01-22 12:55:44,2022-02-04 23:09:21 UTC
25412,1505,complete,1283.35,80.21,1363.56,2021-06-28 4:20:54,2021-07-05 05:19:59 UTC
25413,9892,complete,1678.98,104.94,1783.92,2021-03-27 3:30:37,2021-04-04 13:13:58 UTC
25414,7847,complete,1733.34,108.33,1841.67,2021-10-05 6:27:32,2021-10-08 00:56:55 UTC
25415,10149,complete,1259.01,78.69,1337.70,2021-10-22 4:26:40,2021-11-05 10:12:27 UTC
25416,12771,complete,1159.84,72.49,1232.33,2021-03-22 10:32:41,2021-03-24 18:16:14 UTC
25417,7397,complete,1002.17,62.64,1064.81,2021-04-02 20:40:28,2021-04-11 15:22:38 UTC
25419,2720,complete,1466.39,91.65,1558.04,2021-10-31 5:36:16,2021-11-06 05:20:21 UTC
25421,1645,complete,2253.98,140.87,2394.85,2021-09-30 2:44:26,2021-10-10 13:23:52 UTC
25422,4565,complete,2295.64,143.48,2439.12,2021-01-07 14:09:24,2021-01-13 22:24:58 UTC
25423,1536,complete,2071.05,129.44,2200.49,2021-10-24 0:06:23,2021-11-06 11:39:34 UTC
25424,8345,complete,133.17,8.32,141.49,2021-06-19 22:14:00,2021-06-23 10:00:16 UTC
25425,1704,complete,338.55,21.16,359.71,2022-03-14 13:57:05,2022-03-24 06:16:15 UTC
25426,6251,complete,204.96,12.81,217.77,2021-12-12 14:50:47,2021-12-17 07:12:25 UTC
25427,1914,complete,366.71,22.92,389.63,2021-10-04 11:12:48,2021-10-17 15:11:32 UTC
25428,2833,complete,2731.10,170.69,2901.79,2021-12-17 18:30:14,2021-12-25 05:16:56 UTC
25429,6427,complete,399.23,24.95,424.18,2022-03-13 9:40:13,2022-03-17 22:34:14 UTC
25430,1056,complete,893.04,55.82,948.86,2022-01-13 1:01:42,2022-01-23 18:55:54 UTC
25432,803,complete,1560.90,97.56,1658.46,2021-03-26 19:34:10,2021-04-05 06:03:27 UTC
25433,10102,complete,408.96,25.56,434.52,2021-11-15 21:27:40,2021-11-26 14:41:55 UTC
25434,6791,complete,227.23,14.20,241.43,2021-03-11 12:33:35,2021-03-23 07:41:41 UTC
25435,11399,complete,2353.20,147.08,2500.28,2022-03-06 4:13:56,2022-03-15 03:21:00 UTC
25436,8115,complete,352.08,22.01,374.09,2021-01-15 2:34:18,2021-01-18 20:24:17 UTC
25437,6509,complete,353.85,22.12,375.97,2021-03-04 9:28:26,2021-03-16 09:12:00 UTC
25438,4627,complete,768.50,48.03,816.53,2021-02-18 20:13:48,2021-03-04 21:53:39 UTC
25439,2782,complete,904.98,56.56,961.54,2021-03-18 15:05:27,2021-04-01 20:45:58 UTC
25441,11545,complete,220.05,13.75,233.80,2021-06-04 7:07:13,2021-06-08 08:02:21 UTC
25442,1802,complete,807.34,50.46,857.80,2021-03-13 1:43:31,2021-03-20 03:52:19 UTC
25443,6208,complete,217.92,13.62,231.54,2021-11-27 12:39:44,2021-12-07 23:05:51 UTC
25444,9653,complete,705.89,44.12,750.01,2021-04-13 20:33:02,2021-04-24 21:16:43 UTC
25445,345,complete,503.58,31.47,535.05,2021-10-12 9:00:40,2021-10-26 07:38:26 UTC
25446,10680,complete,492.23,30.76,522.99,2021-07-18 14:31:55,2021-07-30 03:01:32 UTC
25449,1822,complete,868.96,54.31,923.27,2021-08-14 11:56:33,2021-08-20 13:58:43 UTC
25450,2475,complete,985.06,61.57,1046.63,2021-02-08 9:47:00,2021-02-19 05:50:01 UTC
25451,11154,complete,677.06,42.32,719.38,2021-08-06 9:36:23,2021-08-11 19:30:30 UTC
25452,9684,complete,895.68,55.98,951.66,2021-01-27 19:08:10,2021-02-01 18:02:21 UTC
25453,4114,complete,705.12,44.07,749.19,2021-04-14 9:43:03,2021-04-27 20:53:35 UTC
25454,9439,complete,269.06,16.82,285.88,2021-05-19 18:19:05,2021-05-28 11:16:49 UTC
25455,11891,complete,579.04,36.19,615.23,2021-10-14 10:28:12,2021-10-19 14:11:39 UTC
25456,5432,complete,370.37,23.15,393.52,2021-11-04 10:26:46,2021-11-16 01:21:38 UTC
25457,6502,complete,1423.82,88.99,1512.81,2021-04-25 15:54:29,2021-05-09 02:57:44 UTC
25459,8926,complete,979.53,61.22,1040.75,2021-09-21 10:42:00,2021-10-03 08:09:17 UTC
25460,4032,complete,100.90,6.31,107.21,2021-04-22 9:32:31,2021-05-04 11:49:42 UTC
25461,12399,complete,54.36,3.40,57.76,2021-05-22 9:36:01,2021-05-24 21:55:41 UTC
25462,5660,complete,1336.86,83.55,1420.41,2021-04-07 13:19:16,2021-04-18 11:41:23 UTC
25463,2122,complete,2463.46,153.97,2617.43,2022-03-12 11:10:41,2022-03-15 08:42:22 UTC
25464,978,complete,15.52,0.97,16.49,2021-01-18 8:38:45,2021-01-23 09:50:14 UTC
25465,11180,complete,915.00,57.19,972.19,2021-11-02 8:02:17,2021-11-07 17:30:18 UTC
25466,6332,complete,990.90,61.93,1052.83,2021-06-23 13:06:01,2021-06-27 22:34:39 UTC
25468,8917,complete,274.38,17.15,291.53,2022-03-09 5:01:34,2022-03-23 17:35:23 UTC
25469,12203,complete,642.64,40.17,682.81,2021-12-27 17:12:45,2021-12-30 18:35:15 UTC
25470,3715,complete,16.74,1.05,17.79,2021-02-18 7:15:58,2021-02-23 12:32:52 UTC
25471,1511,complete,1274.79,79.67,1354.46,2021-09-17 2:00:49,2021-09-27 16:20:58 UTC
25472,6725,cancelled,417.48,26.09,443.57,2022-03-09 5:35:43,2022-03-14 02:41:49 UTC
25473,1496,complete,211.56,13.22,224.78,2022-03-04 15:30:43,2022-03-12 03:26:18 UTC
25474,3267,complete,562.92,35.18,598.10,2021-04-12 3:49:57,2021-04-23 14:30:43 UTC
25475,6095,complete,385.55,24.10,409.65,2021-07-03 11:49:44,2021-07-14 04:55:44 UTC
25476,1030,complete,2716.73,169.80,2886.53,2021-11-15 23:50:59,2021-11-29 12:14:47 UTC
25477,9095,complete,395.68,24.73,420.41,2021-11-09 2:25:16,2021-11-13 22:42:22 UTC
25478,5220,complete,1166.89,72.93,1239.82,2021-10-17 0:17:09,2021-10-23 04:01:48 UTC
25479,7309,complete,574.88,35.93,610.81,2021-07-25 2:27:12,2021-07-31 16:58:59 UTC
25480,8950,complete,921.06,57.57,978.63,2021-08-09 3:50:19,2021-08-21 20:32:47 UTC
25482,903,complete,1488.32,93.02,1581.34,2022-02-05 17:30:51,2022-02-19 09:16:26 UTC
25483,2845,complete,488.07,30.50,518.57,2021-10-04 22:20:40,2021-10-07 15:21:23 UTC
25484,1983,complete,803.78,50.24,854.02,2021-11-16 4:30:14,2021-11-30 13:45:39 UTC
25485,5234,complete,365.90,22.87,388.77,2022-01-05 17:01:18,2022-01-20 03:46:14 UTC
25486,12246,pending,1365.32,85.33,1450.65,2021-08-11 18:55:47,2021-08-23 08:18:48 UTC
25487,6641,complete,1592.40,99.53,1691.93,2021-08-28 7:52:14,2021-09-07 06:11:55 UTC
25488,3321,complete,1670.37,104.40,1774.77,2021-12-28 12:00:30,2022-01-04 06:47:59 UTC
25489,10002,complete,2679.69,167.48,2847.17,2021-06-29 21:50:29,2021-07-06 16:23:28 UTC
25490,8849,pending,2671.82,166.99,2838.81,2021-09-16 18:29:42,2021-09-19 04:49:01 UTC
25492,9020,complete,2259.22,141.20,2400.42,2021-05-24 8:52:22,2021-06-01 22:58:29 UTC
25493,8532,complete,1417.53,88.60,1506.13,2022-02-10 22:16:55,2022-02-18 09:13:02 UTC
25494,10159,complete,549.90,34.37,584.27,2021-03-13 3:58:38,2021-03-27 16:11:06 UTC
25495,3825,complete,148.72,9.30,158.02,2021-01-29 9:29:49,2021-02-01 18:33:15 UTC
25496,6593,complete,1182.50,73.91,1256.41,2021-10-11 18:19:58,2021-10-17 01:33:36 UTC
25497,7813,complete,110.96,6.94,117.90,2022-02-12 19:25:27,2022-02-22 12:06:50 UTC
25498,3464,complete,852.95,53.31,906.26,2022-03-01 1:28:56,2022-03-11 07:24:33 UTC
25500,3128,complete,1386.07,86.63,1472.70,2021-12-04 19:20:44,2021-12-07 10:37:44 UTC
25501,1777,complete,1179.18,73.70,1252.88,2021-06-24 7:07:38,2021-07-04 15:28:11 UTC
25502,10820,complete,155.26,9.70,164.96,2022-02-20 10:05:42,2022-02-28 22:39:02 UTC
25503,6149,pending,280.80,17.55,298.35,2022-02-04 1:38:49,2022-02-12 03:39:39 UTC
25504,11074,complete,292.00,18.25,310.25,2021-02-23 10:38:24,2021-03-08 21:39:55 UTC
25505,11775,complete,3116.81,194.80,3311.61,2021-05-15 11:34:22,2021-05-21 21:20:07 UTC
25506,34,complete,601.97,37.62,639.59,2021-04-11 22:04:10,2021-04-22 18:00:07 UTC
25507,7599,pending,221.60,13.85,235.45,2021-05-05 2:56:53,2021-05-13 11:06:50 UTC
25508,5790,complete,1364.04,85.25,1449.29,2021-06-29 2:42:23,2021-07-08 12:17:27 UTC
25509,137,pending,206.84,12.93,219.77,2021-03-01 3:00:11,2021-03-09 20:49:54 UTC
25510,4881,complete,391.71,24.48,416.19,2021-06-19 13:11:40,2021-07-04 00:10:17 UTC
25511,3459,complete,237.76,14.86,252.62,2021-06-07 4:00:34,2021-06-09 21:41:00 UTC
25512,10886,complete,293.30,18.33,311.63,2021-03-01 8:55:55,2021-03-06 21:34:06 UTC
25513,13473,complete,1006.74,62.92,1069.66,2022-01-06 9:19:53,2022-01-11 11:29:06 UTC
25514,3048,complete,1668.23,104.26,1772.49,2021-08-31 1:12:58,2021-09-02 20:36:02 UTC
25515,9785,complete,19.41,1.21,20.62,2022-02-04 23:45:06,2022-02-16 23:33:20 UTC
25516,12079,complete,260.52,16.28,276.80,2021-04-17 4:12:04,2021-04-30 12:07:55 UTC
25517,11706,complete,88.81,5.55,94.36,2022-01-21 5:03:28,2022-01-30 16:12:28 UTC
25518,8287,complete,1073.94,67.12,1141.06,2021-02-06 3:46:55,2021-02-15 14:47:53 UTC
25519,10326,complete,622.32,38.90,661.22,2021-11-05 16:04:00,2021-11-16 10:44:45 UTC
25520,9782,pending,100.23,6.26,106.49,2021-05-04 15:14:58,2021-05-15 23:48:59 UTC
25521,9159,complete,288.02,18.00,306.02,2021-01-19 9:54:21,2021-01-28 16:48:10 UTC
25522,1528,complete,2770.36,173.15,2943.51,2022-02-20 7:39:10,2022-02-24 12:17:58 UTC
25523,7433,complete,1327.22,82.95,1410.17,2021-05-03 8:50:26,2021-05-13 14:35:19 UTC
25524,7165,complete,1618.01,101.13,1719.14,2021-04-07 12:56:17,2021-04-18 20:00:55 UTC
25525,10152,complete,518.73,32.42,551.15,2021-09-14 5:53:48,2021-09-17 05:38:01 UTC
25526,5888,complete,398.21,24.89,423.10,2021-01-27 6:25:46,2021-02-03 12:01:31 UTC
